x,y
0.8703651,-0.015607697
-0.3599517,-1.1596341
-0.33779085,1.5834423
0.9704319,1.7894646
1.7463129,0.21505159
1.4576023,1.377976
0.49675733,-1.8309611
0.6159741,-1.2844936
-0.10719352,-1.0997189
-1.4331464,1.3878648
-1.424362,1.147461
-0.62684155,1.2785391
-1.0620387,0.76195306
-0.6239179,0.8946776
0.20089333,-0.5141766
-0.16001254,1.3843176
-0.0329234,1.4278771
1.5582788,-1.5347264
-1.9884918,-1.6987017
0.3043536,1.4212974
-1.8745573,1.4175104
-0.98042834,-1.2394607
-1.7462679,-0.56749725
-0.7934199,-0.5798974
0.30965194,-1.2665881
-0.9278879,1.3926784
1.5946177,1.9193895
0.2283469,-0.27409583
0.94864386,1.7649059
1.7664268,-0.89481246
0.102976985,-1.6289396
-1.8051866,-0.84739053
-0.774667,0.71508497
1.3233553,1.1928892
-0.13753863,-0.64443296
-0.79129237,-0.18644473
-1.1945246,0.676887
0.9988482,1.4575484
0.24877284,-0.43015185
-1.8845539,0.823987
1.7275351,-0.4245514
-0.87548876,-1.26658
-0.018650407,-1.701591
-0.5307731,-0.74366105
1.1067381,0.6839814
0.22926302,1.7982091
0.91959476,-0.57247406
0.76585287,-1.1299602
-1.5958211,-0.90905964
0.12849025,1.6226715
1.5847238,-0.6419828
1.1556338,-1.246627
1.2760324,-0.42517495
0.81850517,-0.49943298
0.33472693,0.5543974
0.17522837,-1.217083
-0.2999914,-1.4654161
0.09643868,-0.4812161
-1.9133533,0.14907667
-1.8753052,0.59622335
-0.71340597,0.25927332
0.5219867,-1.5365008
-0.35260358,-1.4566561
-1.9259259,0.29909226
-0.4368617,-1.7082539
-1.9202578,-1.251826
1.0778515,1.0050029
0.34690624,-0.90485173
-0.2510374,1.0253707
-1.3960867,0.46165895
1.4397653,0.7729923
-1.915516,-0.74253047
-0.9619995,1.094445
-1.3393047,0.41259822
0.48064315,1.7353699
-0.38934642,0.79970735
-0.28654283,-1.2383103
0.42266458,-0.11963974
-0.8529686,1.913812
1.9911997,1.7245501
-7.129635,-8.015608
-8.359952,-9.159634
-8.3377905,-6.416558
-7.029568,-6.2105355
-6.253687,-7.7849483
-6.5423975,-6.622024
-7.5032425,-9.830961
-7.384026,-9.284493
-8.107194,-9.099719
-9.433146,-6.612135
-9.424362,-6.852539
-8.626842,-6.721461
-9.062038,-7.238047
-8.623918,-7.1053224
-7.7991066,-8.514176
-8.160012,-6.6156826
-8.032924,-6.572123
-6.441721,-9.534726
-9.988492,-9.698702
-7.6956463,-6.5787024
-9.8745575,-6.5824895
-8.980429,-9.239461
-9.746268,-8.567497
-8.79342,-8.579897
-7.690348,-9.266588
-8.927888,-6.6073217
-6.405382,-6.0806103
-7.771653,-8.274096
-7.0513563,-6.235094
-6.233573,-8.894813
-7.897023,-9.62894
-9.805186,-8.84739
-8.774667,-7.284915
-6.676645,-6.807111
-8.137539,-8.644433
-8.791292,-8.186444
-9.194525,-7.323113
-7.001152,-6.542452
-7.7512274,-8.430152
-9.884554,-7.176013
-6.2724648,-8.424551
-8.875488,-9.26658
-8.01865,-9.7015915
-8.530773,-8.743661
-6.893262,-7.3160186
-7.770737,-6.201791
-7.080405,-8.5724745
-7.234147,-9.12996
-9.595821,-8.90906
-7.8715096,-6.3773284
-6.415276,-8.641983
-6.844366,-9.246627
-6.7239676,-8.425175
-7.1814947,-8.499433
-7.665273,-7.4456024
-7.8247714,-9.217083
-8.299992,-9.465416
-7.903561,-8.481216
-9.913353,-7.8509235
-9.875305,-7.4037766
-8.713406,-7.7407265
-7.478013,-9.536501
-8.352604,-9.456656
-9.925926,-7.7009077
-8.436862,-9.708254
-9.920258,-9.251826
-6.9221487,-6.994997
-7.653094,-8.904852
-8.251038,-6.9746294
-9.396087,-7.538341
-6.5602345,-7.227008
-9.915516,-8.742531
-8.962,-6.905555
-9.339305,-7.587402
-7.5193567,-6.2646303
-8.389346,-7.2002926
-8.286543,-9.23831
-7.5773354,-8.119639
-8.852968,-6.086188
-6.0088005,-6.2754498
-7.129635,-4.015608
-8.359952,-5.159634
-8.3377905,-2.4165578
-7.029568,-2.2105355
-6.253687,-3.7849483
-6.5423975,-2.622024
-7.5032425,-5.830961
-7.384026,-5.2844934
-8.107194,-5.099719
-9.433146,-2.6121352
-9.424362,-2.852539
-8.626842,-2.7214608
-9.062038,-3.238047
-8.623918,-3.1053224
-7.7991066,-4.5141764
-8.160012,-2.6156824
-8.032924,-2.572123
-6.441721,-5.534726
-9.988492,-5.698702
-7.6956463,-2.5787024
-9.8745575,-2.5824895
-8.980429,-5.239461
-9.746268,-4.5674973
-8.79342,-4.5798974
-7.690348,-5.266588
-8.927888,-2.6073217
-6.405382,-2.0806105
-7.771653,-4.274096
-7.0513563,-2.235094
-6.233573,-4.8948126
-7.897023,-5.6289396
-9.805186,-4.8473907
-8.774667,-3.284915
-6.676645,-2.8071108
-8.137539,-4.644433
-8.791292,-4.1864448
-9.194525,-3.323113
-7.001152,-2.5424516
-7.7512274,-4.430152
-9.884554,-3.176013
-6.2724648,-4.4245515
-8.875488,-5.26658
-8.01865,-5.701591
-8.530773,-4.743661
-6.893262,-3.3160186
-7.770737,-2.2017908
-7.080405,-4.572474
-7.234147,-5.12996
-9.595821,-4.9090595
-7.8715096,-2.3773284
-6.415276,-4.641983
-6.844366,-5.246627
-6.7239676,-4.4251747
-7.1814947,-4.499433
-7.665273,-3.4456027
-7.8247714,-5.217083
-8.299992,-5.465416
-7.903561,-4.481216
-9.913353,-3.8509233
-9.875305,-3.4037766
-8.713406,-3.7407267
-7.478013,-5.536501
-8.352604,-5.456656
-9.925926,-3.7009077
-8.436862,-5.708254
-9.920258,-5.2518263
-6.9221487,-2.994997
-7.653094,-4.904852
-8.251038,-2.9746294
-9.396087,-3.538341
-6.5602345,-3.2270076
-9.915516,-4.7425303
-8.962,-2.905555
-9.339305,-3.5874019
-7.5193567,-2.26463
-8.389346,-3.2002926
-8.286543,-5.2383103
-7.5773354,-4.11964
-8.852968,-2.0861878
-6.0088005,-2.2754498
-7.129635,-0.015607697
-8.359952,-1.1596341
-8.3377905,1.5834423
-7.029568,1.7894646
-6.253687,0.21505159
-6.5423975,1.377976
-7.5032425,-1.8309611
-7.384026,-1.2844936
-8.107194,-1.0997189
-9.433146,1.3878648
-9.424362,1.147461
-8.626842,1.2785391
-9.062038,0.76195306
-8.623918,0.8946776
-7.7991066,-0.5141766
-8.160012,1.3843176
-8.032924,1.4278771
-6.441721,-1.5347264
-9.988492,-1.6987017
-7.6956463,1.4212974
-9.8745575,1.4175104
-8.980429,-1.2394607
-9.746268,-0.56749725
-8.79342,-0.5798974
-7.690348,-1.2665881
-8.927888,1.3926784
-6.405382,1.9193895
-7.771653,-0.27409583
-7.0513563,1.7649059
-6.233573,-0.89481246
-7.897023,-1.6289396
-9.805186,-0.84739053
-8.774667,0.71508497
-6.676645,1.1928892
-8.137539,-0.64443296
-8.791292,-0.18644473
-9.194525,0.676887
-7.001152,1.4575484
-7.7512274,-0.43015185
-9.884554,0.823987
-6.2724648,-0.4245514
-8.875488,-1.26658
-8.01865,-1.701591
-8.530773,-0.74366105
-6.893262,0.6839814
-7.770737,1.7982091
-7.080405,-0.57247406
-7.234147,-1.1299602
-9.595821,-0.90905964
-7.8715096,1.6226715
-6.415276,-0.6419828
-6.844366,-1.246627
-6.7239676,-0.42517495
-7.1814947,-0.49943298
-7.665273,0.5543974
