epoch,global_loss,test_loss
0,152.21030412083775,38.192285296916964
1,70.18201678874668,48.46214688539505
2,63.665014314832106,34.81996253848076
3,61.41055884272462,35.50631397485733
4,59.140562138134484,39.488339483737946
5,68.40726600576079,34.25508099913597
6,57.33966638001077,37.700719953775405
7,53.12771666793134,36.059614787101744
8,52.21219939992509,33.41052899122238
9,47.393628869930076,36.85524285793304
10,44.30248339560748,29.617033426761626
11,46.385438635964135,31.808559054136275
12,43.19173495546736,35.40548033475876
13,43.79970880127465,30.694015568494798
14,38.80159303613684,25.302979346513748
15,36.63841419354683,30.15831968665123
16,33.56216836549492,22.861002197265623
17,34.929112307699114,44.67130150318146
18,33.724135905391336,35.102904763221744
19,36.2462978406781,30.43563314020634
20,33.46097086176201,20.5387544298172
21,32.38812146913448,26.131979616880418
22,32.65129156698558,33.04582632184029
23,31.93919403228269,24.42842075228691
24,30.789109982907622,23.350208057165148
25,29.0043801128996,25.057429084181784
26,29.163788036734918,24.40868327498436
27,30.20050103514634,20.79545612871647
28,27.87055090515677,18.878922813534736
29,28.104596847743547,24.027052043676377
30,27.107066260603716,20.645230929255487
31,27.738533755199928,18.15466768205166
32,25.629607072410483,24.983508529663087
33,25.40486801175796,18.951963176727293
34,28.247749061493035,23.72252797782421
35,27.256713043192796,25.42827082157135
36,28.26008845953214,24.384159137010574
37,27.87470411455654,19.65677093029022
38,26.97483488672761,18.596446912288666
39,26.1252706753598,18.707650216817857
40,27.105444337194314,17.271380418539046
41,24.97660813743079,21.88506208539009
42,27.16418941315696,18.456611795425417
43,27.81068612578692,27.498152109384538
44,24.392256538016778,17.452033398151396
45,25.809996389417034,18.93589036285877
46,26.006563417227806,17.657400906682014
47,27.099384824444325,19.27025581628084
48,26.31995753536584,20.94891596198082
49,23.451753407744974,22.252974712252616
50,24.487748244344587,22.321404881477356
51,23.906673962024577,30.24066127181053
52,24.51431008947618,17.51443754017353
53,23.915609651221658,21.48614669442177
54,26.922532870330745,19.395688313245774
55,24.305490423012714,19.46510304450989
56,22.766705617280394,25.89575253248215
57,23.161861039105464,18.29805271089077
58,24.416022085123743,17.811497837901115
59,24.384797789909022,19.154951939582826
60,22.611465909555932,19.145900875926017
61,22.764579801895476,18.32771605014801
62,23.67252028642241,18.679220016598702
63,22.167390800598596,16.253207982778548
64,22.962538484342847,19.383088836669923
65,22.644036313067332,16.619570361375807
66,21.556638494980607,20.691866456866265
67,22.6117231388661,24.998676584362983
68,22.291028488606138,19.329969878792763
69,22.083704027681225,15.185219799280167
70,20.748289606571575,22.509708216190337
71,21.02876902909272,18.883424853682516
72,21.652797568260194,16.953339103460312
73,23.151599492068694,16.496765015125273
74,22.142527888180933,20.02786902785301
75,20.7810864115529,16.795822133421897
76,21.020612921048368,18.922523232102392
77,21.004086866396282,15.544259303212165
78,19.494782452908993,17.632718621492387
79,19.04508106529976,17.778301019370556
80,19.596438153190633,16.6930906227231
81,19.36064859837143,17.654297911822795
82,18.559658287337633,16.562166843414307
83,18.62392843684953,19.177478248476984
84,19.28935003070857,16.427463240623474
85,18.990267356584845,16.25859285235405
86,18.658423471344502,18.34646938920021
87,18.595776815381313,14.168025242686271
88,18.795351038809226,15.039916114211083
89,17.86382467144009,17.98719279527664
90,20.40643577439466,16.028095366954805
91,18.243332873747654,16.519312531352043
92,19.159290430869795,16.59165645480156
93,17.764649692047954,16.914363540410996
94,18.257714708152257,20.44927436172962
95,17.439647509989264,16.847669906020165
96,18.69447767330014,16.68056773841381
97,18.911683426492594,18.239914053976534
98,17.63688385170047,14.79678547859192
99,17.552547137469354,16.72826072394848
100,17.1332077903325,16.581958066821098
101,16.423133869128623,17.39736307144165
102,16.823079254619326,15.392314875721931
103,16.56145345993961,14.175610609054566
104,16.686997316951743,16.140685595870018
105,16.249259739883733,17.285426291227342
106,17.44234241293085,15.42960403263569
107,17.60474107681181,20.25592456102371
108,16.08053402819981,13.76527417600155
109,16.225227131607067,15.763217965364456
110,16.833629115997354,13.920152542293073
111,15.980464088542368,16.623310182094574
112,16.375044496377196,14.591632667183877
113,15.990346975459934,15.698138430118561
114,16.260764300181165,15.854558833837508
115,16.53578948500952,16.432996835708618
116,16.08581639014448,14.053727937340737
117,15.389332191915148,14.533315825462342
118,15.610464815106807,15.45536754667759
119,15.331037023989014,18.279435266256332
120,16.014886853158135,16.158384065032006
121,15.806350366045448,22.09119330525398
122,15.380786791058126,14.418136241436004
123,15.137223868160461,15.087189927101136
124,15.542336420791054,13.415303161144257
125,14.443578175090328,15.582330540418624
126,14.499514430488526,14.100617910027504
127,14.999941188696246,12.784898297190667
128,14.382604590005647,13.390260481834412
129,13.976835494216607,21.406558822393418
130,13.969365529203317,17.876379042863846
131,13.771999523885587,12.984339255690575
132,14.284881841946355,13.028700904250146
133,13.885248189909628,16.287348250746728
134,14.795638918568558,13.860503669977188
135,14.283210192637688,14.139435470104218
136,13.246530449873946,13.262641018629074
