epoch,global_loss,test_loss
0,0.0025435314410215204,0.0022581247374033318
1,0.0009661023375011443,0.0029368964220898657
2,0.00032826171650722366,0.0030276178501737424
3,0.00021531956704135143,0.0032704794027197817
4,0.00015752682599465707,0.0028708410371715825
5,0.00013238379048224097,0.0029229383450001477
6,0.00011400823949674811,0.0029367147729947017
7,0.0001020239779467495,0.002827911753541766
8,8.882440855462797e-05,0.0027329232015360434
9,7.404499254932001e-05,0.002774216115880662
10,7.157781333703219e-05,0.0027550256984212843
11,7.21314303519512e-05,0.0027407905940587322
12,6.115976521094862e-05,0.0026711285120258345
13,5.5901082774795636e-05,0.002627244642159591
14,5.0511385008768124e-05,0.002675057875398451
15,5.2039801875567026e-05,0.0027260682915743344
16,4.379289591423337e-05,0.0025681708372221924
17,4.511732951778422e-05,0.00262970920616331
18,4.2086164064627853e-05,0.002674771716985374
19,3.874937012290743e-05,0.002642069527736077
20,3.8994069932081725e-05,0.00265811205877421
21,3.978622308138602e-05,0.0026719257151946807
22,3.64543890697951e-05,0.0026922406912303696
23,3.5494420109332666e-05,0.002765391679265751
24,3.368760712410036e-05,0.0027008500021810716
25,3.092419706369512e-05,0.002646019113345597
26,3.146760144429617e-05,0.0026420214616406997
27,3.4075923104493074e-05,0.002772607435233509
28,2.766189229002991e-05,0.002610457935728706
29,2.967738393933126e-05,0.002648187933776241
30,2.8617982771385302e-05,0.002678872312968358
31,2.9028084115748862e-05,0.0026589153227038107
32,2.7973022475421482e-05,0.0027224197261369763
33,2.6503048126434905e-05,0.0027181278108260954
34,2.3548480760208508e-05,0.002675918392681827
35,2.586897879446568e-05,0.0026715842684587607
36,2.2446477416531328e-05,0.0026806267127633477
37,2.227115323725396e-05,0.002750285270695503
38,2.1914238330856234e-05,0.0025813084047956346
39,2.1207978729692942e-05,0.0026485047777756476
40,1.99117065767225e-05,0.002620545233814762
