epoch,global_loss,test_loss
0,0.16338798562760026,0.0028380737950404484
1,0.004327447791486823,0.0028389533050358295
2,0.004327072200087261,0.002838311716914177
3,0.0043269732123008,0.002838438206041853
4,0.004326718898179631,0.0028388569441934425
5,0.004326412155124772,0.002838168991729617
6,0.004326187060440943,0.0028387425933033227
7,0.004326112633053627,0.0028382502185801666
8,0.004325911777818369,0.0028382972814142704
9,0.004325765077535632,0.002838492471103867
10,0.004325687309675332,0.0028382930904626846
11,0.004325636369887636,0.0028380248695611954
12,0.004325457665092674,0.0028381481766700744
13,0.004325563695197666,0.0028378196991980078
14,0.00432520653460718,0.0028378955243776242
15,0.004325182343664993,0.0028380699455738067
16,0.004325087885566366,0.0028376655497898656
17,0.004325000492422583,0.002837729702393214
18,0.004324927269610473,0.0028374632820487022
19,0.004324942716468488,0.00283770354775091
20,0.004324840009050806,0.0028377749491482972
21,0.0043247566039402345,0.0028379774186760185
22,0.004324708909229634,0.0028372899473955234
23,0.0043247136919591055,0.0028377905798455077
24,0.004324757389743657,0.002837233633423845
25,0.004324625838813113,0.002837567667787274
26,0.004324720414943941,0.002837307021642725
27,0.004324626466162347,0.002837327960878611
28,0.0043246357664530576,0.002837586620201667
29,0.004324575872386858,0.00283780200406909
30,0.004324567222081694,0.0028378990944474937
31,0.004324848403080573,0.0028385203797370194
32,0.004324741818385923,0.002837352516750495
33,0.004324409275593805,0.002837123597661654
34,0.004324537832872011,0.002837261479968826
35,0.004324505159780124,0.0028371039933214586
36,0.004324561664866956,0.002837931535517176
37,0.004324526688530265,0.00283730304799974
38,0.004324444910000441,0.002837116178125143
39,0.004324539350313393,0.002837226695070664
40,0.004324625386086862,0.0028375903454919654
41,0.004324578740731037,0.002837399486452341
42,0.004324617277436321,0.002837215519199769
43,0.004324457365631436,0.002837149705737829
44,0.004324434489212258,0.0028375161656488974
45,0.004324484605199864,0.0028375914320349694
46,0.004324496261283962,0.00283706112143894
47,0.004324448481687189,0.002837264242892464
48,0.00432509549945179,0.002837346602852146
49,0.0043249029630614035,0.002837401209399104
50,0.00432458842988126,0.002837203039477269
