epoch,global_loss,test_loss
0,0.0026162704604083503,0.002497249340208677
1,0.002168849525258672,0.001971946537005118
2,0.001782613197199643,0.002558954289624802
3,0.0013177436281063021,0.0029797497611397353
4,0.0008971987774920413,0.0030883855843104615
5,0.0005909931251246272,0.0032122855289624286
6,0.00043144742243520943,0.0030882500929948994
7,0.0003372887370438721,0.0031683913820112746
8,0.0002894156414680963,0.0032570734512634004
9,0.0002525395038545724,0.003217894600656552
10,0.00022084942446360778,0.0028102724245773294
11,0.00018666890951665038,0.0028987666114400593
12,0.00015185850549617307,0.002862372500404047
13,0.00016994471305759758,0.002975275067206568
14,0.00017437417053318678,0.0030129497727522485
15,0.00013496601909452203,0.0028985409669052714
16,0.0001267281032178258,0.003014444341309942
17,0.00012077533786389902,0.002655472917458377
18,9.881139137389385e-05,0.0028636860088087045
19,9.526281151401619e-05,0.0030161436620311666
20,0.0001094898886930621,0.002837427724033403
21,8.818870335162223e-05,0.0027002681697456117
22,8.314987903442088e-05,0.0029903197046130515
23,8.622314707607069e-05,0.002901677649396543
24,8.172808312805141e-05,0.0028717950822260137
25,6.566015460156123e-05,0.0027143940090751037
26,7.106230331206372e-05,0.0030396939864238866
27,7.299684482652181e-05,0.002816380098915826
28,6.483213744667453e-05,0.0028737127204807715
29,8.034872414470068e-05,0.003046023642095045
30,5.50291022969012e-05,0.002798194349862826
31,6.275675663490041e-05,0.002957831907611436
32,5.821076781078581e-05,0.0028290815335005903
33,6.714243946441988e-05,0.0027633418382790225
34,5.3766080297315726e-05,0.0028923748096881005
35,5.6414956904849486e-05,0.002664211055693718
36,5.536587040254819e-05,0.002844254899984942
37,5.1358310447718014e-05,0.002822272258046537
38,4.333744811447491e-05,0.002847959404476942
39,4.5564777611345133e-05,0.0027939001540056405
40,4.32522595535922e-05,0.0026848229934843494
