step,site_index,x,y,is_removed,x_max,x_min,y_max,y_min
0,0,0.6388345623,0.01261814686,0,7,-7,7,-7
0,1,-0.8234112815,0.5710450817,0,7,-7,7,-7
0,2,-0.3174941296,0.6238605241,0,7,-7,7,-7
0,3,0.8368082088,-0.4457779957,0,7,-7,7,-7
0,4,-0.6103186365,0.7206732196,0,7,-7,7,-7
0,5,-0.2993074055,-0.1071336453,0,7,-7,7,-7
0,6,-0.958391509,-0.9253598216,0,7,-7,7,-7
0,7,-0.741444942,-0.3037810594,0,7,-7,7,-7
0,8,0.4491307879,0.05828055398,0,7,-7,7,-7
0,9,0.3722356086,0.8539741948,0,7,-7,7,-7
0,10,0.6388345623,2.012618147,0,7,-7,7,-7
0,11,-0.8234112815,2.571045082,0,7,-7,7,-7
0,12,-0.3174941296,2.623860524,0,7,-7,7,-7
0,13,0.8368082088,1.554222004,0,7,-7,7,-7
0,14,-0.6103186365,2.72067322,0,7,-7,7,-7
0,15,-0.2993074055,1.892866355,0,7,-7,7,-7
0,16,-0.958391509,1.074640178,0,7,-7,7,-7
0,17,-0.741444942,1.696218941,0,7,-7,7,-7
0,18,0.4491307879,2.058280554,0,7,-7,7,-7
0,19,0.3722356086,2.853974195,0,7,-7,7,-7
0,20,0.6388345623,4.012618147,0,7,-7,7,-7
0,21,-0.8234112815,4.571045082,0,7,-7,7,-7
0,22,-0.3174941296,4.623860524,0,7,-7,7,-7
0,23,0.8368082088,3.554222004,0,7,-7,7,-7
0,24,-0.6103186365,4.72067322,0,7,-7,7,-7
0,25,-0.2993074055,3.892866355,0,7,-7,7,-7
0,26,-0.958391509,3.074640178,0,7,-7,7,-7
0,27,-0.741444942,3.696218941,0,7,-7,7,-7
0,28,0.4491307879,4.058280554,0,7,-7,7,-7
0,29,0.3722356086,4.853974195,0,7,-7,7,-7
0,30,2.638834562,-3.987381853,0,7,-7,7,-7
0,31,1.176588719,-3.428954918,0,7,-7,7,-7
0,32,1.68250587,-3.376139476,0,7,-7,7,-7
0,33,2.836808209,-4.445777996,0,7,-7,7,-7
0,34,1.389681363,-3.27932678,0,7,-7,7,-7
0,35,1.700692594,-4.107133645,0,7,-7,7,-7
0,36,1.041608491,-4.925359822,0,7,-7,7,-7
0,37,1.258555058,-4.303781059,0,7,-7,7,-7
0,38,2.449130788,-3.941719446,0,7,-7,7,-7
0,39,2.372235609,-3.146025805,0,7,-7,7,-7
0,40,2.638834562,-1.987381853,0,7,-7,7,-7
0,41,1.176588719,-1.428954918,0,7,-7,7,-7
0,42,1.68250587,-1.376139476,0,7,-7,7,-7
0,43,2.836808209,-2.445777996,0,7,-7,7,-7
0,44,1.389681363,-1.27932678,0,7,-7,7,-7
0,45,1.700692594,-2.107133645,0,7,-7,7,-7
0,46,1.041608491,-2.925359822,0,7,-7,7,-7
0,47,1.258555058,-2.303781059,0,7,-7,7,-7
0,48,2.449130788,-1.941719446,0,7,-7,7,-7
0,49,2.372235609,-1.146025805,0,7,-7,7,-7
0,50,2.638834562,0.01261814686,0,7,-7,7,-7
0,51,1.176588719,0.5710450817,0,7,-7,7,-7
0,52,1.68250587,0.6238605241,0,7,-7,7,-7
0,53,2.836808209,-0.4457779957,0,7,-7,7,-7
0,54,1.389681363,0.7206732196,0,7,-7,7,-7
0,55,1.700692594,-0.1071336453,0,7,-7,7,-7
0,56,1.041608491,-0.9253598216,0,7,-7,7,-7
0,57,1.258555058,-0.3037810594,0,7,-7,7,-7
0,58,2.449130788,0.05828055398,0,7,-7,7,-7
0,59,2.372235609,0.8539741948,0,7,-7,7,-7
0,60,2.638834562,2.012618147,0,7,-7,7,-7
0,61,1.176588719,2.571045082,0,7,-7,7,-7
0,62,1.68250587,2.623860524,0,7,-7,7,-7
0,63,2.836808209,1.554222004,0,7,-7,7,-7
0,64,1.389681363,2.72067322,0,7,-7,7,-7
0,65,1.700692594,1.892866355,0,7,-7,7,-7
0,66,1.041608491,1.074640178,0,7,-7,7,-7
0,67,1.258555058,1.696218941,0,7,-7,7,-7
0,68,2.449130788,2.058280554,0,7,-7,7,-7
0,69,2.372235609,2.853974195,0,7,-7,7,-7
0,70,2.638834562,4.012618147,0,7,-7,7,-7
0,71,1.176588719,4.571045082,0,7,-7,7,-7
0,72,1.68250587,4.623860524,0,7,-7,7,-7
0,73,2.836808209,3.554222004,0,7,-7,7,-7
0,74,1.389681363,4.72067322,0,7,-7,7,-7
0,75,1.700692594,3.892866355,0,7,-7,7,-7
0,76,1.041608491,3.074640178,0,7,-7,7,-7
0,77,1.258555058,3.696218941,0,7,-7,7,-7
0,78,2.449130788,4.058280554,0,7,-7,7,-7
0,79,2.372235609,4.853974195,0,7,-7,7,-7
0,80,4.638834562,-3.987381853,0,7,-7,7,-7
0,81,3.176588719,-3.428954918,0,7,-7,7,-7
0,82,3.68250587,-3.376139476,0,7,-7,7,-7
0,83,4.836808209,-4.445777996,0,7,-7,7,-7
0,84,3.389681363,-3.27932678,0,7,-7,7,-7
0,85,3.700692594,-4.107133645,0,7,-7,7,-7
0,86,3.041608491,-4.925359822,0,7,-7,7,-7
0,87,3.258555058,-4.303781059,0,7,-7,7,-7
0,88,4.449130788,-3.941719446,0,7,-7,7,-7
0,89,4.372235609,-3.146025805,0,7,-7,7,-7
0,90,4.638834562,-1.987381853,0,7,-7,7,-7
0,91,3.176588719,-1.428954918,0,7,-7,7,-7
