epoch,global_loss,test_loss
0,0.0026012163969574673,0.0024092100689020487
1,0.002284988141217254,0.0024551093411178163
2,0.001996720163222154,0.0022559325431640714
3,0.0015832510062326185,0.0025270286983308885
4,0.0007515353538549783,0.003075947182085843
5,0.0004503007788527958,0.0031575219341529867
6,0.0003312032871254276,0.0027447012862047322
7,0.00027019309011223344,0.003011496860581713
8,0.0002117279164558815,0.002723323980656763
9,0.00018011885013069343,0.0026612997652055363
10,0.0001515932317318334,0.003090418212545606
11,0.00014111552345298924,0.0025537324926027884
12,0.0001347008371833469,0.002808626576995429
13,0.00010841632048816971,0.00261074383265506
14,0.00010933076426491259,0.002862265664272201
15,9.61117691703476e-05,0.003114111882706101
16,8.975365495430475e-05,0.0026734998951164577
17,8.270761866490019e-05,0.0026677767107358727
18,7.341686744464105e-05,0.0028040100103960586
19,6.864858208653576e-05,0.0026527606231423143
20,7.430932635146542e-05,0.0026569335530392635
21,6.748944978210379e-05,0.0026842219659533257
22,7.286958004282478e-05,0.002642689711557558
23,6.619616900796054e-05,0.0027729282316823417
24,5.6624752871897304e-05,0.0026287425476580095
25,5.833851178392381e-05,0.0027400564330701646
26,5.5348442637037794e-05,0.002627867500249965
27,6.152875161875631e-05,0.0026356849234360153
28,4.859524015599157e-05,0.0028975615062965796
29,5.555555767974746e-05,0.0027775787969287007
30,5.067867760960765e-05,0.0026182628427751553
31,4.7043344870527653e-05,0.0026379933413595725
32,4.378013503072703e-05,0.0026123809108797172
33,4.316142646702816e-05,0.0028099270292724935
34,4.384420331811592e-05,0.0027351519170527657
35,4.096254312448192e-05,0.0027496147184417796
36,4.4721704281037895e-05,0.0026332752791066202
37,4.073787539965872e-05,0.002785335357587498
38,4.033325372225269e-05,0.0027917347537974517
39,3.763528956341327e-05,0.0027032989656361633
40,3.746869582002335e-05,0.0026715375118865035
