epoch,global_loss,test_loss
0,0.002634338683046921,0.0021225328545253245
1,0.0019905954149780757,0.0022204240560173417
2,0.0012720030625033502,0.0030188159814152197
3,0.0007024267295980658,0.002869621708762283
4,0.00045346393057932766,0.002795793527426819
5,0.0003679313330314075,0.002962385809335571
6,0.0002319693930691638,0.0027823514555795834
7,0.00019171683217736042,0.0029790333358761974
8,0.00014392295327631015,0.002669153351169557
9,0.00015071180315490417,0.0026810963470966388
10,0.00012953724796629796,0.0028351802575903445
11,0.00012662847712024405,0.002900180775815478
12,0.00011900048575796131,0.002777340181936056
13,0.00013100028589868546,0.003028287399464693
14,9.894130209016446e-05,0.0026465812327865607
15,9.427714613001299e-05,0.002648429911679182
16,9.069361825332529e-05,0.0032005553300946186
17,7.520244633159019e-05,0.002862093386311944
18,7.361496394426832e-05,0.0027093953563449664
19,6.414618662168069e-05,0.002809038204857363
20,6.610731748162456e-05,0.002676578458900062
21,8.148503823535913e-05,0.002912638799096338
22,6.10827922461182e-05,0.002723307495053189
23,6.327302702344445e-05,0.002575459687087016
24,6.485856074702348e-05,0.002710210195539567
25,4.722261939257598e-05,0.0026554968793136187
26,5.0323035943299246e-05,0.002643821152070394
27,5.024739607168136e-05,0.003287287494048285
28,4.943506806533887e-05,0.0028442040229072936
29,4.809732271741002e-05,0.0026334226997091603
30,3.7103440923001595e-05,0.0028835434669580978
31,5.3648229087623646e-05,0.002854058036926943
32,5.0675100903462484e-05,0.0027556750308483455
33,3.843430427233435e-05,0.00289663535495026
34,3.5726540783808606e-05,0.002766472342400215
35,4.038268121508755e-05,0.002697479059227193
36,4.291144214377886e-05,0.002722426183306827
37,3.658197213874215e-05,0.002658882137770072
38,3.479635216279837e-05,0.0030062059639021756
39,3.28195377918627e-05,0.002894575281952245
40,2.9874720234554186e-05,0.0028529435629025103
