epoch,global_loss,test_loss
0,0.0020575013057577032,0.0011679694806742999
1,0.0013023132076786892,0.0007968832457360501
2,0.0011831454615108966,0.0011752338100147123
3,0.0010686090156719283,0.0005378649977501482
4,0.0009344719765327422,0.0010665265804467102
5,0.0008081625892930101,0.001296088722301647
6,0.0007111198627728523,0.0016956149652186368
7,0.0006327743128037712,0.0020077426064138613
8,0.0005627239460093789,0.002167284444698857
9,0.0004973920217800733,0.0017792326643959516
10,0.0004616284700817659,0.0016710570651210016
11,0.000399322082912291,0.0018306378637337022
12,0.0003551163537552811,0.002001186382646362
13,0.0003296897242669692,0.0020091064817582566
14,0.00029952081298205836,0.0021260152946019338
15,0.00026203916754360653,0.00177802527970117
16,0.0002394696766305988,0.001989280336743428
17,0.00021654711644890882,0.0022640944975945683
18,0.0001866789990437647,0.0022733115151317585
19,0.00018010449873646412,0.0022242744142810505
20,0.00017904374316254242,0.0022534120401057106
21,0.00016084931407281796,0.0026693034580805236
22,0.0001400496205368821,0.0025560583570040764
23,0.00014681057294099596,0.002748348175858458
24,0.00013453792566349654,0.0022512853585390583
25,0.00013073272066043388,0.0020754265210901697
26,0.00012638765029452992,0.0025024693640362883
27,0.00011452120678982005,0.0025490574719798233
28,8.27812149347145e-05,0.0023867409081301757
29,0.00010725600187442422,0.0026934938091370793
30,0.00012523385569029787,0.0026186952781346107
31,8.557579381765524e-05,0.002871152810338471
32,9.068611854895515e-05,0.0028477642529954514
33,8.834732943471733e-05,0.002690433532310029
34,8.695505429507333e-05,0.00302504050390174
35,7.79255420991608e-05,0.0027110695140436293
36,7.966708542426205e-05,0.0029055465168009204
37,7.51259635605066e-05,0.0027763974697639546
38,6.860162428920932e-05,0.0027416553037861984
39,6.779806427514313e-05,0.002556743987628983
40,7.225524367715146e-05,0.002216730665208565
